"ROW_ID","ROW_VERSION","id","name","createdOn","createdBy","modifiedOn","modifiedBy","parentId","dataFileSizeBytes","dataFileMD5Hex"
"51396732","1","syn51396732","olink_protein_map_1.5k_v1.tsv","1682613708002","3348248","1700964705984","3485485","syn51396728","231400","5f8ebda6c0392b5b822c70728cb41175"
"51397015","1","syn51397015","olink_rsid_map_mac5_info03_b0_7_chr4_patched_v2.tsv.gz","1682614994922","3348248","1700964634600","3485485","syn51396727","63745104","bfdbf7f52258897a5c992985f22736b0"
"51397018","1","syn51397018","olink_rsid_map_mac5_info03_b0_7_chr6_patched_v2.tsv.gz","1682615025065","3348248","1700964634467","3485485","syn51396727","55942729","87384a5181ddc05a68f537b2a2540219"
"51397020","1","syn51397020","olink_rsid_map_mac5_info03_b0_7_chrXY_patched_v2.tsv.gz","1682615029696","3348248","1700964631809","3485485","syn51396727","627736","965d5651f12ce65132f9cc9aa304a78f"
"51397031","1","syn51397031","olink_rsid_map_mac5_info03_b0_7_chr19_patched_v2.tsv.gz","1682615068780","3348248","1700964632872","3485485","syn51396727","20345510","a777a0f3812dce9ad2582c0643266fc3"
"51397033","1","syn51397033","olink_rsid_map_mac5_info03_b0_7_chr15_patched_v2.tsv.gz","1682615075341","3348248","1700964634292","3485485","syn51396727","26653380","ec2f221f4fb52b653a0cfc745e3b9ff8"
"51397038","1","syn51397038","olink_rsid_map_mac5_info03_b0_7_chr8_patched_v2.tsv.gz","1682615089892","3348248","1700964635478","3485485","syn51396727","50638367","1a1d437dc89a545e0c5bdfb0e4e2ce3b"
"51397039","1","syn51397039","olink_rsid_map_mac5_info03_b0_7_chr18_patched_v2.tsv.gz","1682615092778","3348248","1700964635944","3485485","syn51396727","25092831","3f5659c94bb6f19d12c5c763627fbcc6"
"51397048","1","syn51397048","olink_rsid_map_mac5_info03_b0_7_chr2_patched_v2.tsv.gz","1682615148483","3348248","1700964638881","3485485","syn51396727","78054791","e2992676a260009daa799ef1cf34ba81"
"51397049","1","syn51397049","olink_rsid_map_mac5_info03_b0_7_chr13_patched_v2.tsv.gz","1682615171447","3348248","1700964636697","3485485","syn51396727","32071754","997aef8cb0ad88735a96c921836fb57e"
"51397055","1","syn51397055","olink_rsid_map_mac5_info03_b0_7_chrX_patched_v2.tsv.gz","1682615194672","3348248","1700964637343","3485485","syn51396727","35262851","4a4cc710d960c04513852a804f08fb03"
"51397059","1","syn51397059","olink_rsid_map_mac5_info03_b0_7_chr17_patched_v2.tsv.gz","1682615219504","3348248","1700964638288","3485485","syn51396727","25934625","1c704953ad1a494e8034cc23347b2fda"
"51397064","1","syn51397064","olink_rsid_map_mac5_info03_b0_7_chr11_patched_v2.tsv.gz","1682615256403","3348248","1700964639409","3485485","syn51396727","44231728","e8223eb00c8eb189138a5aa028c425c4"
"51397072","1","syn51397072","olink_rsid_map_mac5_info03_b0_7_chr3_patched_v2.tsv.gz","1682615302008","3348248","1700964640976","3485485","syn51396727","64394892","5eae71240cfd13e7b963390ae96f53e3"
"51397077","1","syn51397077","olink_rsid_map_mac5_info03_b0_7_chr20_patched_v2.tsv.gz","1682615340754","3348248","1700964639698","3485485","syn51396727","20476632","1f03a76ac3d89c3f747d2eece9e05c49"
"51397081","1","syn51397081","olink_rsid_map_mac5_info03_b0_7_chr5_patched_v2.tsv.gz","1682615351347","3348248","1700964641786","3485485","syn51396727","58670342","95452a156f65bc0eef32d382f0540dd5"
"51397085","1","syn51397085","olink_rsid_map_mac5_info03_b0_7_chr14_patched_v2.tsv.gz","1682615373125","3348248","1700964641710","3485485","syn51396727","29521656","7691ec63f00f4b216f521229604f7e86"
"51397087","1","syn51397087","olink_rsid_map_mac5_info03_b0_7_chr22_patched_v2.tsv.gz","1682615389775","3348248","1700964640842","3485485","syn51396727","12334668","718717fe07f6a9422bf789e2b178fcad"
"51397099","1","syn51397099","olink_rsid_map_mac5_info03_b0_7_chr1_patched_v2.tsv.gz","1682615434845","3348248","1700964644175","3485485","syn51396727","71529811","486d07e62d64315fbd51e445cb49bcb8"
"51397107","1","syn51397107","olink_rsid_map_mac5_info03_b0_7_chr12_patched_v2.tsv.gz","1682615469942","3348248","1700964643527","3485485","syn51396727","42902950","27cb1adde8dd540a7b4029df97b4a565"
"51397115","1","syn51397115","olink_rsid_map_mac5_info03_b0_7_chr10_patched_v2.tsv.gz","1682615514777","3348248","1700964644660","3485485","syn51396727","44595774","adb6b698a0bc89fa3b421d7bbc8cd679"
"51397121","1","syn51397121","olink_rsid_map_mac5_info03_b0_7_chr21_patched_v2.tsv.gz","1682615547315","3348248","1700964642956","3485485","syn51396727","12303763","3dc5a5e0c85d13aef6e7047598d118df"
"51397126","1","syn51397126","olink_rsid_map_mac5_info03_b0_7_chr7_patched_v2.tsv.gz","1682615561705","3348248","1700964645905","3485485","syn51396727","52236543","edebe1df393ae2d084f23cb310a37403"
"51397128","1","syn51397128","olink_rsid_map_mac5_info03_b0_7_chr16_patched_v2.tsv.gz","1682615571555","3348248","1700964645261","3485485","syn51396727","29123352","b21d58366c35edeeeceac92dbdc5fdaf"
"51397160","1","syn51397160","olink_rsid_map_mac5_info03_b0_7_chr9_patched_v2.tsv.gz","1682616112094","3348248","1700964646186","3485485","syn51396727","38035633","548d3e25ece201e438f08b4331eb6eda"
"51468407","1","syn51468407","GFRA3_O60609_OID20933_v1_Neurology.tar","1683643236076","3348248","1700865158677","3485485","syn51365303","546826240","175c3b023894d446913aee08f3f58537"
"51468408","1","syn51468408","APEX1_P27695_OID21434_v1_Oncology.tar","1683643247459","3348248","1700865167481","3485485","syn51365303","548771840","8206583242de8c346041f4ba9282d47f"
"51468409","1","syn51468409","IL13_P35225_OID20430_v1_Inflammation.tar","1683643258427","3348248","1700865162857","3485485","syn51365303","545853440","8e81dc0f02508329b5779955db11da5c"
"51468410","1","syn51468410","EGF_P01133_OID20698_v1_Inflammation.tar","1683643267927","3348248","1700865167284","3485485","syn51365303","547614720","05f37f0cca81492eac1e8ab0bee3a63d"
"51468411","1","syn51468411","LTBP2_Q14767_OID20254_v1_Cardiometabolic.tar","1683643323179","3348248","1700865175255","3485485","syn51365303","550103040","2c3fcc3c328382436cdfe7ca4bc0092d"
"51468412","1","syn51468412","CA13_Q8N1Q1_OID20225_v1_Cardiometabolic.tar","1683643332387","3348248","1700865171715","3485485","syn51365303","547655680","a708ca063ae502076fea97c582d07d4c"
"51468413","1","syn51468413","CALB1_P05937_OID21306_v1_Oncology.tar","1683643337215","3348248","1700865179460","3485485","syn51365303","547491840","ab028d5429762782070d5d6b93d540dd"
"51468414","1","syn51468414","AHSP_Q9NZD4_OID21078_v1_Neurology.tar","1683643347033","3348248","1700865183475","3485485","syn51365303","547942400","872a62a97d6f4a16392471eee3083420"
"51468415","1","syn51468415","NID2_Q14112_OID21085_v1_Neurology.tar","1683643370821","3348248","1700865187384","3485485","syn51365303","548392960","88596ff265b9f21cb89a26e43de29495"
"51468416","1","syn51468416","ERBIN_Q96RT1_OID21323_v1_Oncology.tar","1683643385687","3348248","1700865192245","3485485","syn51365303","547409920","54d45a9972657d2859c8ab097346184d"
"51468417","1","syn51468417","CPPED1_Q9BRF8_OID21053_v1_Neurology.tar","1683643395392","3348248","1700865197282","3485485","syn51365303","549775360","dc43942699ac2b7bc4d7b941d4bcd435"
"51468418","1","syn51468418","ANGPT2_O15123_OID21463_v1_Oncology.tar","1683643404769","3348248","1700865200130","3485485","syn51365303","548945920","764d24445d0f4200bf8021221c64b871"
"51468419","1","syn51468419","DCTPP1_Q9H773_OID20148_v1_Cardiometabolic.tar","1683643438854","3348248","1700865204372","3485485","syn51365303","548157440","1bf45acc02536a30e469cf62883dc2ea"
"51468420","1","syn51468420","PGLYRP1_O75594_OID20338_v1_Cardiometabolic.tar","1683643451473","3348248","1700865208514","3485485","syn51365303","548833280","b61d8a7eb286f3c056225e9208729387"
"51468421","1","syn51468421","ADGRE5_P48960_OID20260_v1_Cardiometabolic.tar","1683643461807","3348248","1700865212989","3485485","syn51365303","548945920","5987ac6d2ce271beba218c48ff4dd43e"
"51468422","1","syn51468422","KIR2DL3_P43628_OID21196_v1_Oncology.tar","1683643471438","3348248","1700865217980","3485485","syn51365303","545822720","ce54c7dd208559e89464352f11bec49c"
"51468425","1","syn51468425","DKK1_O94907_OID21066_v1_Neurology.tar","1683643504445","3348248","1700865221774","3485485","syn51365303","548925440","1e73d6582f0ddb23077fb88187965f85"
"51468428","1","syn51468428","SDC4_P31431_OID20216_v1_Cardiometabolic.tar","1683643518254","3348248","1700865225638","3485485","syn51365303","548065280","d8585cf8eb464abfd47cdab9ba21c4bf"
"51468429","1","syn51468429","SPINK5_Q9NQ38_OID21148_v1_Neurology.tar","1683643528368","3348248","1700865229802","3485485","syn51365303","548229120","997eb8cd7d39b25675e4e6ea7fa737c9"
"51468432","1","syn51468432","SSC5D_A1L4H1_OID20351_v1_Cardiometabolic.tar","1683643565767","3348248","1700865233758","3485485","syn51365303","548761600","ccec6bcc4a4db3bdfd4ca43d15c7e635"
"51468434","1","syn51468434","CXCL10_P02778_OID20697_v1_Inflammation.tar","1683643577649","3348248","1700865238225","3485485","syn51365303","548689920","ddcab45f36b9fd6a30235202f58707e3"
"51468435","1","syn51468435","SLAMF6_Q96DU3_OID21254_v1_Oncology.tar","1683643587979","3348248","1700865242736","3485485","syn51365303","545208320","835e59b4e93baf4832fa58c2fe598442"
"51468438","1","syn51468438","DPT_Q07507_OID20278_v1_Cardiometabolic.tar","1683643617306","3348248","1700865247165","3485485","syn51365303","549928960","01ded8e48d29aec149d7db3eece3bfda"
"51468439","1","syn51468439","KLK11_Q9UBX7_OID21518_v1_Oncology.tar","1683643629434","3348248","1700865250801","3485485","syn51365303","547758080","c3432acf0e663cce69c604247f7274d3"
"51468441","1","syn51468441","LGALS7_LGALS7B_P47929_OID21406_v1_Oncology.tar","1683643640304","3348248","1700865255555","3485485","syn51365303","547665920","8808c09b6acdfa5d510bcceb6a735e98"
"51468446","1","syn51468446","NPY_P01303_OID21388_v1_Oncology.tar","1683643668923","3348248","1700865259639","3485485","syn51365303","549048320","2b6ff98fffa460beb7609d61f6eddb39"
"51468447","1","syn51468447","QPCT_Q16769_OID20320_v1_Cardiometabolic.tar","1683643681783","3348248","1700865263888","3485485","syn51365303","548372480","f76b29ebf87a2b2ff56ba169a00a9980"
"51468448","1","syn51468448","GDF2_Q9UK05_OID20202_v1_Cardiometabolic.tar","1683643692920","3348248","1700865268472","3485485","syn51365303","548362240","e04fc64979634eb00757cc8b71dabf5b"
"51468452","1","syn51468452","FURIN_P09958_OID21514_v1_Oncology.tar","1683643722577","3348248","1700865272964","3485485","syn51365303","548515840","a78b0a2ed771cf9e6be2d9fcfc4c9712"
"51468453","1","syn51468453","CST7_O76096_OID20704_v1_Inflammation.tar","1683643736360","3348248","1700865277047","3485485","syn51365303","549160960","9b2ffe61008191abdca607334e246d93"
"51468454","1","syn51468454","LYPD3_O95274_OID21530_v1_Oncology.tar","1683643748096","3348248","1700865281439","3485485","syn51365303","548198400","cd8e75b9482f76ffb4a94543dd2b68ba"
"51468458","1","syn51468458","CNTN5_O94779_OID21006_v1_Neurology.tar","1683643775145","3348248","1700865285828","3485485","syn51365303","549294080","8b33c3e32b63f3c119a86e87713a87dd"
"51468461","1","syn51468461","SH2D1A_O60880_OID20514_v1_Inflammation.tar","1683643786540","3348248","1700865289243","3485485","syn51365303","547870720","d509ed8598ae869c9a3aca409caf5d28"
"51468463","1","syn51468463","PDGFA_P04085_OID20313_v1_Cardiometabolic.tar","1683643796704","3348248","1700865294240","3485485","syn51365303","549324800","a6cd277194678ddfed82092cfa96340f"
"51468471","1","syn51468471","MICB_MICA_Q29980_Q29983_OID20593_v1_Inflammation.tar","1683643827192","3348248","1700865298113","3485485","syn51365303","549447680","6cac6a582f3fb3e34279f360a206723a"
"51468474","1","syn51468474","PSME2_Q9UL46_OID20989_v1_Neurology.tar","1683643839654","3348248","1700865302045","3485485","syn51365303","546805760","91e0510565392bd1231c7578e7902d59"
"51468475","1","syn51468475","CA3_P07451_OID20271_v1_Cardiometabolic.tar","1683643850178","3348248","1700865306561","3485485","syn51365303","549335040","7dd0efd8ef0e1eaf2e68ea9082e34b1a"
"51468479","1","syn51468479","MDK_P21741_OID21489_v1_Oncology.tar","1683643878613","3348248","1700865310642","3485485","syn51365303","548464640","2370c5a564f8d09b9ef54fe20c3578af"
"51468481","1","syn51468481","RAB37_Q96AX2_OID20425_v1_Inflammation.tar","1683643891678","3348248","1700865315085","3485485","syn51365303","545863680","393cc7baf9853dcf494e8236fb53e605"
"51468485","1","syn51468485","RET_P07949_OID21346_v1_Oncology.tar","1683643902839","3348248","1700865319323","3485485","syn51365303","547717120","866b05bfedd45c4077a43f79df350216"
"51468486","1","syn51468486","THBS2_P35442_OID21104_v1_Neurology.tar","1683643931050","3348248","1700865324837","3485485","syn51365303","548167680","cedf719fa10aa5b4f3e30064aeffb403"
"51468490","1","syn51468490","CKMT1A_CKMT1B_P12532_OID20721_v1_Inflammation.tar","1683643943213","3348248","1700865327206","3485485","syn51365303","547430400","ef61f11ea91748d2bf62225f9eb430d5"
"51468491","1","syn51468491","TFRC_P02786_OID20369_v1_Cardiometabolic.tar","1683643953808","3348248","1700865330589","3485485","syn51365303","548720640","b1510560235e7a2100eee8bfe84880cf"
"51468493","1","syn51468493","FKBP7_Q9Y680_OID20846_v1_Neurology.tar","1683643983061","3348248","1700865334021","3485485","syn51365303","545034240","54ab3594320ec5f150d317d3f8f23eb5"
"51468496","1","syn51468496","FKBP1B_P68106_OID20618_v1_Inflammation.tar","1683643994767","3348248","1700865338938","3485485","syn51365303","548608000","46d3726e9931e02e07defa1edf8ba0be"
"51468497","1","syn51468497","OSMR_Q99650_OID20356_v1_Cardiometabolic.tar","1683644005736","3348248","1700865343561","3485485","syn51365303","549273600","0099547efbf5e57cb365d2f6abbd577a"
"51468500","1","syn51468500","CEBPB_P17676_OID20052_v1_Cardiometabolic.tar","1683644036314","3348248","1700865346888","3485485","syn51365303","545863680","57eeceb4c53ffe34328d707d13195e94"
"51468503","1","syn51468503","SMOC1_Q9H4F8_OID21461_v1_Oncology.tar","1683644048282","3348248","1700865351459","3485485","syn51365303","549324800","6fff65ae768075a54b8b4f71f49a39cd"
"51468504","1","syn51468504","DCTN2_Q13561_OID21334_v1_Oncology.tar","1683644060040","3348248","1700865355691","3485485","syn51365303","547440640","ff1c5e2eaa01d2caee95000e702433bc"
"51468508","1","syn51468508","EIF5A_P63241_OID20423_v1_Inflammation.tar","1683644089376","3348248","1700865358377","3485485","syn51365303","545832960","88c6395c02a70b12a6c3aa4b4c0a7a8a"
"51468511","1","syn51468511","SKAP1_Q86WV1_OID20906_v1_Neurology.tar","1683644101760","3348248","1700865362589","3485485","syn51365303","546877440","646dd99876b28e02935e4e5ea9e36c04"
"51468512","1","syn51468512","ICAM4_Q14773_OID20578_v1_Inflammation.tar","1683644112826","3348248","1700865366739","3485485","syn51365303","548587520","956cda7a30844e6bea11c52b416b8141"
"51468517","1","syn51468517","CC2D1A_Q6P1N0_OID20958_v1_Neurology.tar","1683644143155","3348248","1700865371019","3485485","syn51365303","547174400","b83815ed52594f455dcc3604fa90fb54"
"51468525","1","syn51468525","HCLS1_P14317_OID20648_v1_Inflammation.tar","1683644157380","3348248","1700865376188","3485485","syn51365303","549232640","1cd5ea1e4168ead98772fe812cb0daaa"
"51468526","1","syn51468526","MMP1_P03956_OID20672_v1_Inflammation.tar","1683644166691","3348248","1700865380918","3485485","syn51365303","543447040","946e0487eca008e42aedd14dc0b0f5e3"
"51468533","1","syn51468533","SCLY_Q96I15_OID21425_v1_Oncology.tar","1683644195987","3348248","1700865383708","3485485","syn51365303","548679680","8a167ce464ee1c1ba3ac653b730014d9"
"51468535","1","syn51468535","TRIM5_Q9C035_OID20526_v1_Inflammation.tar","1683644209098","3348248","1700865388314","3485485","syn51365303","548034560","90d5e6fe384a163983d6215d218261be"
"51468539","1","syn51468539","CNTNAP2_Q9UHC6_OID20556_v1_Inflammation.tar","1683644220411","3348248","1700865392737","3485485","syn51365303","548372480","f5616cd705b34d00d64395ba26603ea0"
"51468561","1","syn51468561","SMAD5_Q99717_OID21353_v1_Oncology.tar","1683644250712","3348248","1700865396232","3485485","syn51365303","547532800","18ae038b2a93519bd69170075c554db2"
"51468564","1","syn51468564","VASH1_Q7L8A9_OID20516_v1_Inflammation.tar","1683644263936","3348248","1700865400612","3485485","syn51365303","547880960","08464127ce1decb11669fd54a95860c4"
"51468565","1","syn51468565","CDHR1_Q96JP9_OID20808_v1_Neurology.tar","1683644274511","3348248","1700865404264","3485485","syn51365303","545320960","a2b327e8186935bcf3333cf6007a140b"
"51468569","1","syn51468569","GPA33_Q99795_OID21376_v1_Oncology.tar","1683644301756","3348248","1700865408354","3485485","syn51365303","547584000","fc4deb9c0b94b64ad4ef5a374893a1c8"
"51468570","1","syn51468570","SORD_Q00796_OID21453_v1_Oncology.tar","1683644304637","3348248","1700865412954","3485485","syn51365303","548341760","356dea6b48b6fe9b2e571598fd31a09a"
"51468573","1","syn51468573","LEPR_P48357_OID20128_v1_Cardiometabolic.tar","1683644312181","3348248","1700865417471","3485485","syn51365303","548116480","7b2444c0881220647e5f31e8f06e7434"
"51468574","1","syn51468574","F11R_Q9Y624_OID21151_v1_Neurology.tar","1683644319991","3348248","1700865421545","3485485","syn51365303","547911680","741a1bec6c97406e5d38cfc45b2f0fc8"
"51468578","1","syn51468578","NPTX1_Q15818_OID21074_v1_Neurology.tar","1683644354924","3348248","1700865425764","3485485","syn51365303","548597760","f6decc235a7ec5acd58bfeb2b92095ab"
"51468579","1","syn51468579","IL17C_Q9P0M4_OID20477_v1_Inflammation.tar","1683644366982","3348248","1700865429561","3485485","syn51365303","545966080","38a8a05bcbed4eb889de2eebd205c022"
"51468580","1","syn51468580","DPP10_Q8N608_OID20527_v1_Inflammation.tar","1683644376637","3348248","1700865433742","3485485","syn51365303","548014080","5d8bbad745a0002d0c5cb84bd0babd2d"
"51468581","1","syn51468581","PRTFDC1_Q9NRG1_OID20867_v1_Neurology.tar","1683644385352","3348248","1700865438131","3485485","syn51365303","545351680","1cbd403108559ddf24677173bbef6543"
"51468585","1","syn51468585","ERBB2_P04626_OID21520_v1_Oncology.tar","1683644419528","3348248","1700865442448","3485485","syn51365303","548710400","526eab77f405fb505aebb24f01b855ef"
"51468586","1","syn51468586","NPPC_P23582_OID20568_v1_Inflammation.tar","1683644430312","3348248","1700865446994","3485485","syn51365303","548464640","ac47df84973c3dca39e11fbd395e7c96"
"51468587","1","syn51468587","RELT_Q969Z4_OID21142_v1_Neurology.tar","1683644432717","3348248","1700865451036","3485485","syn51365303","548556800","1e0fed678d21d8bf11ec47feeff996ca"
"51468590","1","syn51468590","WFIKKN1_Q96NZ8_OID20939_v1_Neurology.tar","1683644438344","3348248","1700865454990","3485485","syn51365303","546928640","c762ee279ad72b928e2bce868d4d6ea5"
"51468592","1","syn51468592","CD84_Q9UIB8_OID20607_v1_Inflammation.tar","1683644446649","3348248","1700865458808","3485485","syn51365303","547901440","40dcd264b3291e38cfbfd36c760bd1c3"
"51468596","1","syn51468596","SCARF1_Q14162_OID20297_v1_Cardiometabolic.tar","1683644481519","3348248","1700865463746","3485485","syn51365303","549498880","4ea35e2616fc2dfc6c520f4f09b52fd3"
"51468597","1","syn51468597","CSTB_P04080_OID20294_v1_Cardiometabolic.tar","1683644494544","3348248","1700865468087","3485485","syn51365303","547276800","bf07fcd2fdf9299307a707db305a10c9"
"51468598","1","syn51468598","HTRA2_O43464_OID21471_v1_Oncology.tar","1683644502678","3348248","1700865472139","3485485","syn51365303","548423680","be8b51bad4b98ba843201b89526386b1"
"51468599","1","syn51468599","PSMD9_O00233_OID21304_v1_Oncology.tar","1683644512329","3348248","1700865476968","3485485","syn51365303","547594240","d3cb99e381e626f53e0ed5fe8bcada93"
"51468600","1","syn51468600","SEMA7A_O75326_OID20283_v1_Cardiometabolic.tar","1683644520542","3348248","1700865480678","3485485","syn51365303","549027840","2aae988cb48b11c4cd11d428c3df560d"
"51468601","1","syn51468601","CES1_P23141_OID20244_v1_Cardiometabolic.tar","1683644555152","3348248","1700865483949","3485485","syn51365303","548669440","0b321416ed4a8c6f04ba6f5c2e095e9a"
"51468602","1","syn51468602","CES2_O00748_OID21366_v1_Oncology.tar","1683644555160","3348248","1700865488551","3485485","syn51365303","547481600","d8dfc7edcbed31551cdc939d12fbff08"
"51468603","1","syn51468603","YES1_P07947_OID21348_v1_Oncology.tar","1683644565048","3348248","1700865492747","3485485","syn51365303","547450880","29546b8499d8c8f267e603b5ec8b2350"
"51468604","1","syn51468604","SPON1_Q9HCB6_OID20759_v1_Inflammation.tar","1683644573300","3348248","1700865496658","3485485","syn51365303","548454400","2216751b7afd261971b4831076b6aeef"
"51468605","1","syn51468605","GMPR_P36959_OID20641_v1_Inflammation.tar","1683644583188","3348248","1700865501886","3485485","syn51365303","549376000","191b6ec65a4dbc50b1886e3483f6aa7d"
"51468606","1","syn51468606","BMP6_P22004_OID20111_v1_Cardiometabolic.tar","1683644629540","3348248","1700865506129","3485485","syn51365303","545536000","efd57af2bc36d97d7603ce8b7a4be416"
"51468607","1","syn51468607","CCL17_Q92583_OID20745_v1_Inflammation.tar","1683644642056","3348248","1700865510297","3485485","syn51365303","547799040","d2e693ccbba5131123229e5699bad2bb"
"51468608","1","syn51468608","PTPRN2_Q92932_OID20912_v1_Neurology.tar","1683644650395","3348248","1700865515045","3485485","syn51365303","546693120","515f72a94629e00f651e2fb94734228b"
"51468609","1","syn51468609","THPO_P40225_OID20098_v1_Cardiometabolic.tar","1683644659387","3348248","1700865518494","3485485","syn51365303","545740800","45c80ac802746d2ad3c6e3897d15d643"
"51468610","1","syn51468610","ST6GAL1_P15907_OID20302_v1_Cardiometabolic.tar","1683644667033","3348248","1700865521983","3485485","syn51365303","549406720","e5cb0ae5d35bd2a06dcea14e3a2f63ce"
"51468611","1","syn51468611","ADAMTS13_Q76LX8_OID20249_v1_Cardiometabolic.tar","1683644701276","3348248","1700865526341","3485485","syn51365303","549539840","2b9ecb607eb06a17c6be633515d1c43d"
"51468612","1","syn51468612","MDGA1_Q8NFP4_OID20951_v1_Neurology.tar","1683644712392","3348248","1700865530408","3485485","syn51365303","548730880","0bc9627f05c372ff294ab040a3d24324"
"51468613","1","syn51468613","PXN_P49023_OID20822_v1_Neurology.tar","1683644721573","3348248","1700865533859","3485485","syn51365303","545884160","774b646c1dfbf25619b91641c25a7841"
"51468614","1","syn51468614","CD99L2_Q8TCZ2_OID21122_v1_Neurology.tar","1683644730426","3348248","1700865538309","3485485","syn51365303","547921920","9c188856e5726902cf0f05cc431a6368"
"51468615","1","syn51468615","LIF_P15018_OID20824_v1_Neurology.tar","1683644739796","3348248","1700865542933","3485485","syn51365303","545259520","4518c3a0846d87c0a881a64d2ac69268"
"51468616","1","syn51468616","LTBR_P36941_OID20768_v1_Inflammation.tar","1683644771725","3348248","1700865546420","3485485","syn51365303","547368960","4b7fcd958dc22db0a40145884d0ce4d6"
"51468617","1","syn51468617","SCARB1_Q8WTV0_OID20805_v1_Neurology.tar","1683644782895","3348248","1700865551230","3485485","syn51365303","545239040","846d21ba2861ad3e8ed6fe94a8ee2cef"
"51468618","1","syn51468618","FCRL6_Q6DN72_OID20529_v1_Inflammation.tar","1683644793196","3348248","1700865555272","3485485","syn51365303","548618240","fe2e549f42d0980f3cad5ffcb5225cdf"
"51468619","1","syn51468619","LILRB2_Q8N423_OID20301_v1_Cardiometabolic.tar","1683644802291","3348248","1700865558566","3485485","syn51365303","550174720","0c406b4b3040f61f34e6e17db93f39a6"
"51468621","1","syn51468621","MAPT_P10636_OID20830_v1_Neurology.tar","1683644811771","3348248","1700865563007","3485485","syn51365303","545259520","1db3024a1ab77454381b5fe911d4c28a"
"51468622","1","syn51468622","FUS_P35637_OID21256_v1_Oncology.tar","1683644843564","3348248","1700865567104","3485485","syn51365303","545044480","6f8508e4a23e49000cc0166d9f1d3b2a"
